"gene_name"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"A1BG"	2.00903041360301	0.0890400036638481	0.514074184136123	0.173204580995398	0.862490622951272	0.999997518485951
"A1BG-AS1"	42.4153865288286	-0.353431584920175	0.249905155909242	-1.41426287758757	0.157284732290624	0.999997518485951
"A2M"	5.45525381576249	0.025002261717966	0.686010115934273	0.0364459082121778	0.970926809015911	0.999997518485951
"A2M-AS1"	10.2889914683182	0.020786896640922	0.296991838364785	0.069991474362976	0.944200445469473	0.999997518485951
"A2ML1"	353.283523744081	0.132484974288674	0.15596759452329	0.849439107486466	0.395636999859892	0.999997518485951
"A2ML1-AS1"	42.0243156208372	0.529504175753593	0.216677376515713	2.44374463208066	0.0145357112457282	0.287782493954138
"A2ML1-AS2"	2.02798115217555	0.931629585869329	0.633218209638016	1.47126152041948	0.141220405376495	0.999997518485951
"A4GALT"	7590.86439940624	0.23366001588618	0.135291252402337	1.72708886744066	0.0841517046340509	0.823387900969186
"AAAS"	2672.46580624611	-0.109165658217158	0.06274184418519	-1.73991790701821	0.081873433869623	0.811863640165548
"AACS"	3180.18305951566	0.0419057810353644	0.0800085571312427	0.523766238736488	0.600441138081195	0.999997518485951
"AADACL2-AS1"	11.3067350767996	0.0290252211673993	0.241146719294463	0.120363325913452	0.904195341829755	0.999997518485951
"AADACL3"	16.7584165622236	-1.07685327217764	0.734577058677892	-1.46595004493577	0.142661896672942	0.999997518485951
"AADAT"	493.198294809631	-0.027007462771088	0.0957042347104098	-0.282197155150026	0.777792339576593	0.999997518485951
"AAED1"	94.8344162356844	-0.651419950018181	0.129201570398419	-5.04188879445813	4.60959157260816e-07	0.000128174673114202
"AAGAB"	2829.35200704379	0.106558824714062	0.0846540560662081	1.25875628015653	0.208118376246795	0.999997518485951
"AAK1"	1315.77789891431	-0.363962516301006	0.185494093408243	-1.96212455940568	0.0497479842742592	0.624517805885193
"AAMDC"	344.480455846615	-0.255231465025301	0.107457604847753	-2.37518289549553	0.0175402565326599	0.329069054432084
"AAMP"	6009.36712341676	-0.0484769880932556	0.0580011421554122	-0.835793680809992	0.403270982093897	0.999997518485951
"AANAT"	5.19206348579165	-0.367057571645054	0.398773912421271	-0.920465356964697	0.357329628486689	0.999997518485951
"AAR2"	1550.51368722992	0.0682742559746397	0.120729541383699	0.565514083729124	0.57172414761422	0.999997518485951
"AARD"	2.10952275796502	-0.117676060387896	0.558089500999167	-0.210855176772213	0.833000281467239	0.999997518485951
"AARS"	18965.9979603022	-0.157944144940229	0.115079367794247	-1.37248012365363	0.169914022323735	0.999997518485951
"AARS2"	8065.89848661332	0.404794860473256	0.157590040391086	2.56865763514426	0.0102093266707475	0.224310332556569
"AARSD1"	92.709003761529	0.44938288752645	0.132703104956345	3.38637809322007	0.000708217344257252	0.0377426511133944
"AASDH"	1235.21088988689	-0.220015958998166	0.0917027224577718	-2.39923039470809	0.016429573597302	0.313449482486458
"AASDHPPT"	3138.68991992366	-0.0743262505930374	0.126346994355265	-0.58827082490024	0.556350525124059	0.999997518485951
"AASS"	7720.01885513702	-0.155007870656351	0.181898268970301	-0.852167926247055	0.394120895571522	0.999997518485951
"AATK"	3.97980132629401	0.138712344336536	0.396672397305547	0.349689933755812	0.726571409002166	0.999997518485951
"AB019441.29"	11.2926892349663	-0.296514922740316	0.431003520748678	-0.687964038496142	0.491475427703504	0.999997518485951
"ABAT"	193.859202367354	-0.37731690856267	0.0996025757991391	-3.78822440619986	0.00015172777507881	0.0117494955894627
"ABBA01017803.1"	200.458070336068	0.032700964732417	0.191523396988133	0.170741357174462	0.864427141966458	0.999997518485951
"ABBA01031664.1"	28.0303382464774	0.402953963720915	0.25856554188372	1.55842097436993	0.119133487788902	0.981612162043864
"ABC14-1080714F14.1"	1.6142543343307	1.21768218782707	0.742022685949084	1.641030942699	0.100790992230292	0.90337566498755
"ABCA1"	10515.7705289354	0.138534420401299	0.131047177049821	1.05713395374119	0.290450457119122	0.999997518485951
"ABCA11P"	23.0319102146688	-0.529366913744795	0.286853721976776	-1.84542459514488	0.0649757980841442	0.729009347034677
"ABCA12"	12.6599589575547	-0.144421445071088	0.312938666195182	-0.461500800866235	0.644439346948197	0.999997518485951
"ABCA13"	273.895918340431	0.587916058740124	0.182187354834879	3.22698608403952	0.00125101544230076	0.05623101906826
"ABCA17P"	35.5109197637784	-0.400347030598415	0.202855996090734	-1.97355285677307	0.0484326087522424	0.617407452594047
"ABCA2"	1517.05021307201	-0.263538486658214	0.122623180381896	-2.14917347468442	0.0316206511198747	0.479191441024794
"ABCA3"	373.818379341342	-0.279853968597694	0.122490076204959	-2.28470727807714	0.0223299975884585	0.384116351959747
"ABCA4"	9.63445695782772	-0.84601631787215	0.541376029137754	-1.56271477187417	0.118119698332225	0.976999842416311
"ABCA5"	75.7621634716459	0.270709457862869	0.177321931381179	1.52665525214103	0.126846760048691	0.999997518485951
"ABCA7"	844.615311135165	0.0763984059414843	0.213618027347821	0.357640255787446	0.720612548460824	0.999997518485951
"ABCA9-AS1"	1.99249469828823	-0.774334779643941	0.531363381447124	-1.45726033573315	0.145044531228307	0.999997518485951
"ABCB10"	1954.32987841118	-0.0113976239342516	0.0854061735232666	-0.133451991396695	0.893835929888755	0.999997518485951
"ABCB4"	1.25490654840933	-1.54209612999915	0.696933634580272	-2.21268719643281	0.0269192187166432	0.432498323942689
"ABCB5"	4.8888092294396	-0.956682259439802	0.493163004167248	-1.93989056631539	0.0523929908054001	0.641148081005416
"ABCB6"	73.0829032165721	0.1005469872408	0.207755227516555	0.483968506798646	0.62840821987317	0.999997518485951
"ABCB7"	2674.5768463009	0.645777436361528	0.10690232361906	6.04081758468332	1.53335255223536e-09	1.19640815806467e-06
"ABCB8"	4551.11820330358	0.0862223772177163	0.0944559663550236	0.912831455173933	0.361331192142904	0.999997518485951
"ABCB9"	214.523291837257	-0.0785579183476477	0.111273029115362	-0.705992449133408	0.480192833191262	0.999997518485951
"ABCC1"	307.932889200562	-0.292599211016659	0.204816557643061	-1.4285915864604	0.153121653780438	0.999997518485951
"ABCC10"	1962.02101345224	0.287350283305024	0.169929692889679	1.69099513109564	0.0908377325696357	0.853722575978312
"ABCC11"	6.91467161115294	0.105011397387308	0.327250049201275	0.320890394496841	0.748293453402968	0.999997518485951
"ABCC12"	21.019457128685	-0.264000500533382	0.319348252966762	-0.826685281916539	0.408415465640407	0.999997518485951
"ABCC13"	476.075280113935	0.348615569081043	0.129472306750509	2.6925879196145	0.0070899839375071	0.179147068532826
"ABCC2"	554.892971233313	0.901403002489333	0.292562196149976	3.08106452013112	0.00206261948704572	0.0792493825641429
"ABCC4"	655.151107847446	0.324056488553895	0.174550587635497	1.85651903521862	0.0633796123803747	0.720394474424736
"ABCC5"	3566.49004516318	0.171688431075449	0.0975275549570564	1.76040946736589	0.0783384052806578	0.796552606070235
"ABCC6P1"	2.88125064699936	1.15119433549019	0.76798776600661	1.49897483585732	0.133880160362705	0.999997518485951
"ABCC8"	12.1501216472206	0.657783755186883	0.304401485314608	2.16090849394852	0.0307024086490641	0.470667151229733
"ABCD1"	723.739243015798	0.573333291051744	0.331711771526661	1.7284080345206	0.0839150960450344	0.822352951161176
"ABCD3"	1729.95996934727	0.168806507426233	0.093975877479331	1.79627487344675	0.0724508119387556	0.768937981560055
"ABCD4"	1812.85231818026	0.181915759334228	0.0910455543120075	1.99807404885266	0.0457086327460616	0.598881624311101
"ABCE1"	6244.30805651641	0.0308869957497099	0.11012382887593	0.280475134809457	0.779112999744072	0.999997518485951
"ABCF1"	2.28466593248725	-2.31048826100732	0.986382515173195	-2.34238566222114	0.0191609039316106	0.348932559329091
"ABCF2"	4202.17604844503	-0.129261050340234	0.0945096494854873	-1.36770214516649	0.171405328209964	0.999997518485951
"ABCF3"	2091.50662546292	0.129088638215173	0.106669745339411	1.21017105463623	0.226213262542524	0.999997518485951
"ABCG1"	105.584259942761	0.193869101269626	0.362312728986135	0.535087745363331	0.59258918350157	0.999997518485951
"ABCG2"	617.291138536911	-0.0820103684950083	0.293849963532407	-0.279089258712683	0.780176326067038	0.999997518485951
"ABCG4"	14.9195845335436	0.193993530616721	0.281834407535427	0.688324510527819	0.491248450010281	0.999997518485951
"ABCG8"	1.2626250404233	0.275142715132912	0.59930421709433	0.459103585933228	0.646159781702399	0.999997518485951
"ABHD1"	1.46156701510135	0.12614903593484	0.927929846676287	0.135946738200833	0.891863386685981	0.999997518485951
"ABHD10"	934.024828752616	0.0994998084160197	0.13178582646206	0.755011453713992	0.450242109871556	0.999997518485951
"ABHD11"	513.413320920937	-0.0985286555791116	0.108152472877183	-0.911016206638197	0.362286834518694	0.999997518485951
"ABHD12"	2124.4724326755	0.135785577109519	0.0775854336098246	1.75014265941184	0.0800937002571529	0.805436648653391
"ABHD12B"	4366.18553509156	-0.168512104959386	0.24673711045627	-0.682962139938215	0.494630766339373	0.999997518485951
"ABHD13"	737.278320932869	0.261446058091878	0.133030066922922	1.96531554211245	0.0493777278340742	0.624010256941302
"ABHD14A"	40.9375398437903	-0.261279850448769	0.150862615357821	-1.7319058789287	0.0832903218537684	0.818642754415894
"ABHD14A-ACY1"	4.8649811490322	0.0833967398908767	0.359385415711143	0.232053768030217	0.816496252527285	0.999997518485951
"ABHD14B"	755.551840128751	-0.385736760380846	0.124617928480979	-3.09535525973473	0.00196577289951526	0.0770856563559913
"ABHD15"	447.580981656685	0.329286457566536	0.109741441399407	3.00056617962661	0.00269478187856937	0.0946907766337944
"ABHD17A"	882.653531418535	0.202739315021724	0.127684359892518	1.58781635583548	0.11232787188074	0.955487204626887
"ABHD17AP1"	8.58103302746235	0.205192930036757	0.815996603714367	0.251462970682391	0.80145618766982	0.999997518485951
"ABHD17AP3"	3.03296023767254	-0.551664534413572	1.1175311900908	-0.493645760677831	0.621556377049063	0.999997518485951
"ABHD17B"	1142.50938872468	0.117905967516756	0.103324665887869	1.14112120763798	0.253819487051923	0.999997518485951
"ABHD17C"	535.991771701561	-0.0469881925021536	0.130780259282999	-0.359291171005209	0.719377278514626	0.999997518485951
"ABHD2"	1691.11035632194	0.011642299268306	0.0700157330922336	0.166281187872008	0.867935669849747	0.999997518485951
"ABHD3"	778.053801593186	0.213061249703317	0.101395763015424	2.10128355827756	0.0356160821768088	0.515848348710277
"ABHD4"	796.303876417809	0.260684559303921	0.179203664092184	1.45468319871977	0.145756986006413	0.999997518485951
"ABHD5"	862.846085656203	0.0540703504271599	0.112533339795948	0.480482944211942	0.630884028091999	0.999997518485951
"ABHD6"	653.259151819535	0.199397985495712	0.0985716097177168	2.02287439625604	0.0430860989097476	0.578901285328895
"ABHD8"	18.8092187288057	0.532927196760136	0.274201138919338	1.94356303135892	0.0519481675105639	0.639216634592179
"ABI1"	2194.01528649362	-0.0231781969336089	0.0676317269495124	-0.342711889508774	0.731815217305053	0.999997518485951
"ABI2"	3217.55210822431	-0.0479050477798112	0.188668033462789	-0.253911841346772	0.799563666455724	0.999997518485951
"ABI3"	7.41002813518047	0.285207658197007	0.44597899134687	0.639509178079602	0.52249174486565	0.999997518485951
"ABI3BP"	3.15193074597125	0.500981729441742	0.639114902972858	0.783868013578488	0.433117560219108	0.999997518485951
"ABL1"	4190.33503628368	-0.110532848958617	0.0596996042809127	-1.85148377933146	0.0640999861765231	0.725087100176107
"ABL2"	1530.11300863711	-0.0529032351232209	0.0918329718610496	-0.576081052928	0.564560397511136	0.999997518485951
"ABLIM1"	3328.97522036661	-0.509849915297357	0.215731911508162	-2.36334954681968	0.0181105786583712	0.335425994263077
"ABLIM2"	61.2115189208975	-0.673781079889969	0.213183056411731	-3.16057519406544	0.00157457956984586	0.0657262775177085
"ABLIM3"	21.0896735674145	-0.275249271149868	0.297884525287937	-0.924013326586233	0.355479377368446	0.999997518485951
"ABO"	11.3435686272772	0.565945150247388	0.385368658816887	1.46858115547041	0.141946429225522	0.999997518485951
"ABR"	202.636522649678	-0.00433816919750558	0.30698634089561	-0.014131473031827	0.988725091111541	0.999997518485951
"ABRACL"	3497.54783640224	-0.758832126128718	0.302572013597531	-2.50793891049714	0.0121437659925808	0.254150480848854
"ABT1"	2029.58033633146	0.0460466206076892	0.0685560493971614	0.67166385771342	0.501797715174539	0.999997518485951
"ABTB1"	183.240427133304	0.375260523878869	0.121053877137692	3.09994634415576	0.00193555702346259	0.076392996399438
"ABTB2"	695.225524680688	-0.0745892804957607	0.264059435377655	-0.282471559439199	0.777581951285915	0.999997518485951
"AC000036.4"	27.2645609143825	0.554343062147696	0.224061259842031	2.47406920115741	0.0133583818936088	0.272302347111374
"AC000068.10"	7.61675505842227	0.49032377288236	0.540847104798241	0.906584815805332	0.364626394367462	0.999997518485951
"AC000068.5"	13.4455266506283	0.0154159635348576	0.274386594100017	0.0561833699835871	0.955195729066123	0.999997518485951
"AC000068.9"	4.23196452055798	-0.363404672707827	0.44080089285842	-0.824419093961654	0.409701469306442	0.999997518485951
"AC000089.3"	303.361561756134	-0.197727461993721	0.531596241136876	-0.371950451663953	0.709929740605356	0.999997518485951
"AC000095.9"	1.43353168327193	1.18767297654518	0.810811766383878	1.46479494475279	0.142976871522991	0.999997518485951
"AC000120.7"	6.43287307814992	0.510933407856574	0.371968414338239	1.373593531498	0.169567906195568	0.999997518485951
